(2, 1, 1, null, null, ../../assets/recipe-icons/armorer/bronze-ingot.png, Bronze Ingot, 1, Copper Ore, 2, Tin Ore, 1, null, null, null, null, null, null, null, null, Ice Shard, 1, null, null),
(2, 265, 58, 145, null, ../../assets/recipe-icons/armorer/adamantite-gauntlets-of-fending.png, Adamantite Gauntlets of Fending, 1, Adamantite Nugget, 2, Dragon Leather, 1, Titanium Rivets, 1, Darksteel Nugget, 1, Grade 1 Vitality Dissolvent, 1, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 266, 58, 145, null, ../../assets/recipe-icons/armorer/adamantite-gauntlets-of-maiming.png, Adamantite Gauntlets of Maiming, 1, Adamantite Nugget, 2, Dragon Leather, 1, Titanium Rivets, 1, Rose Gold Nugget, 1, Grade 1 Strength Dissolvent, 1, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 267, 58, 145, null, ../../assets/recipe-icons/armorer/adamantite-tassets-of-fending.png, Adamantite Tassets of Fending, 1, Adamantite Nugget, 2, Dragon Leather, 1, Grade 1 Vitality Dissolvent, 1, null, null, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 268, 58, 145, null, ../../assets/recipe-icons/armorer/adamantite-tassets-of-maiming.png, Adamantite Tassets of Maiming, 1, Adamantite Nugget, 2, Dragon Leather, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 269, 58, 145, null, ../../assets/recipe-icons/armorer/adamantite-sabatons-of-fending.png, Adamantite Sabatons of Fending, 1, Adamantite Nugget, 2, Dragon Leather, 1, Titanium Rivets, 1, Darksteel Nugget, 1, Grade 1 Vitality Dissolvent, 1, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 270, 58, 145, null, ../../assets/recipe-icons/armorer/adamantite-sabatons-of-maiming.png, Adamantite Sabatons of Maiming, 1, Adamantite Nugget, 2, Dragon Leather, 1, Titanium Rivets, 1, Rose Gold Nugget, 1, Grade 1 Strength Dissolvent, 1, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 271, 59, 145, null, ../../assets/recipe-icons/armorer/adamantite-scutum.png, Adamantite Scutum, 1, Adamantite Nugget, 2, Titanium Ingot, 2, Amphiptere Leather, 1, Rose Gold Nugget, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 272, 59, 145, null, ../../assets/recipe-icons/armorer/adamantite-armor-of-fending.png, Adamantite Armor of Fending, 1, Adamantite Nugget, 3, Hallowed Ramie Cloth, 1, Titanium Rivets, 1, Darksteel Nugget, 1, Grade 1 Vitality Dissolvent, 2, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 273, 59, 145, null, ../../assets/recipe-icons/armorer/adamantite-armor-of-maiming.png, Adamantite Armor of Maiming, 1, Adamantite Nugget, 3, Hallowed Ramie Cloth, 1, Titanium Rivets, 1, Rose Gold Nugget, 1, Grade 1 Strength Dissolvent, 2, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 274, 59, 145, null, ../../assets/recipe-icons/armorer/adamantite-chain-hose-of-fending.png, Adamantite Chain Hose of Fending, 1, Adamantite Nugget, 3, Dragon Leather, 2, Grade 1 Vitality Dissolvent, 2, null, null, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 275, 59, 145, null, ../../assets/recipe-icons/armorer/adamantite-chain-hose-of-maiming.png, Adamantite Chain Hose of Maiming, 1, Adamantite Nugget, 3, Dragon Leather, 2, Grade 1 Strength Dissolvent, 2, null, null, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 276, 61, null, null, ../../assets/recipe-icons/armorer/high-steel-nugget.png, High Steel Nugget, 1, Koppranickel Sand, 4, Iron Ore, 1, null, null, null, null, null, null, null, null, Ice Crystal, 3, null, null),
(2, 277, 61, 190, null, ../../assets/recipe-icons/armorer/high-steel-thermal-alembic.png, High Steel Thermal Alembic, 1, High Steel Nugget, 3, Koppranickel Nugget, 1, null, null, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 2),
(2, 278, 61, 190, null, ../../assets/recipe-icons/armorer/high-steel-bomb-frypan.png, High Steel Bomb Frypan, 1, High Steel Nugget, 3, Beech Lumber, 1, null, null, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 2),
(2, 279, 61, 255, null, ../../assets/recipe-icons/armorer/high-steel-hoplon.png, High Steel Hoplon, 1, High Steel Nugget, 2, Koppranickel Nugget, 1, Titanium Nugget, 1, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 2),
(2, 280, 61, 255, null, ../../assets/recipe-icons/armorer/high-steel-helm-of-fending.png, High Steel Helm of Fending, 1, High Steel Nugget, 2, Bloodhempen Cloth, 1, Wildfowl Feather, 4, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 2),
(2, 281, 61, 255, null, ../../assets/recipe-icons/armorer/high-steel-helm-of-maiming.png, High Steel Helm of Maiming, 1, High Steel Nugget, 2, Bloodhempen Cloth, 1, Wildfowl Feather, 4, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 2),
(2, 282, 61, 255, null, ../../assets/recipe-icons/armorer/high-steel-scale-mail-of-fending.png, High Steel Scale Mail of Fending, 1, High Steel Nugget, 2, Koppranickel Nugget, 1, Bloodhempen Cloth, 2, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 2),
(2, 283, 61, 255, null, ../../assets/recipe-icons/armorer/high-steel-scale-mail-of-maiming.png, High Steel Scale Mail of Maiming, 1, High Steel Nugget, 2, Koppranickel Nugget, 1, Bloodhempen Cloth, 2, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 2),
(2, 284, 61, 255, null, ../../assets/recipe-icons/armorer/high-steel-armguards-of-fending.png, High Steel Armguards of Fending, 1, High Steel Nugget, 2, Gagana Leather, 1, Bloodhempen Yarn, 1, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 2),
(2, 285, 61, 255, null, ../../assets/recipe-icons/armorer/high-steel-armguards-of-maiming.png, High Steel Armguards of Maiming, 1, High Steel Nugget, 2, Gagana Leather, 1, Bloodhempen Yarn, 1, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 2),
(2, 286, 62, null, null, ../../assets/recipe-icons/armorer/high-steel-ingot.png, High Steel Ingot, 1, Koppranickel Ore, 4, High Steel Nugget, 1, null, null, null, null, null, null, null, null, Ice Crystal, 3, null, null),
(2, 287, 62, 265, null, ../../assets/recipe-icons/armorer/high-steel-scutum.png, High Steel Scutum, 1, High Steel Ingot, 2, High Steel Nugget, 1, Koppranickel Nugget, 1, Gagana Leather, 1, null, null, null, null, Ice Crystal, 3, Earth Crystal, 3),
(2, 288, 62, 265, null, ../../assets/recipe-icons/armorer/high-steel-barbut-of-fending.png, High Steel Barbut of Fending, 1, High Steel Ingot, 3, High Steel Nugget, 1, Gagana Leather, 1, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 3),
(2, 289, 62, 265, null, ../../assets/recipe-icons/armorer/high-steel-barbut-of-maiming.png, High Steel Barbut of Maiming, 1, High Steel Ingot, 3, High Steel Nugget, 1, Gagana Leather, 1, Eagle Feather, 2, null, null, null, null, Ice Crystal, 3, Earth Crystal, 3),
(2, 290, 62, 265, null, ../../assets/recipe-icons/armorer/high-steel-plate-belt-of-fending.png, High Steel Plate Belt of Fending, 1, High Steel Ingot, 2, Gagana Leather, 1, Koppranickel Nugget, 1, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 3),
(2, 291, 62, 265, null, ../../assets/recipe-icons/armorer/high-steel-plate-belt-of-maiming.png, High Steel Plate Belt of Maiming, 1, High Steel Ingot, 2, Gagana Leather, 1, Koppranickel Nugget, 1, null, null, null, null, null, null, Ice Crystal, 3, Earth Crystal, 3),
(2, 292, 63, 265, null, ../../assets/recipe-icons/armorer/high-steel-mail-of-fending.png, High Steel Mail of Fending, 1, High Steel Ingot, 3, Gagana Leather, 1, Bloodhempen Cloth, 2, null, null, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 293, 63, 265, null, ../../assets/recipe-icons/armorer/high-steel-mail-of-maiming.png, High Steel Mail of Maiming, 1, High Steel Ingot, 2, Ruby Cotton Cloth, 2, Koppranickel Nugget, 1, null, null, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 294, 63, 265, null, ../../assets/recipe-icons/armorer/high-steel-gauntlets-of-fending.png, High Steel Gauntlets of Fending, 1, High Steel Ingot, 2, Gyuki Leather, 1, High Steel Nugget, 1, null, null, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 295, 63, 265, null, ../../assets/recipe-icons/armorer/high-steel-gauntlets-of-maiming.png, High Steel Gauntlets of Maiming, 1, High Steel Ingot, 2, Gyuki Leather, 1, High Steel Nugget, 1, null, null, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 296, 63, 265, null, ../../assets/recipe-icons/armorer/high-steel-sollerets-of-fending.png, High Steel Sollerets of Fending, 1, High Steel Ingot, 2, Gyuki Leather, 1, High Steel Nugget, 1, null, null, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 297, 63, 265, null, ../../assets/recipe-icons/armorer/high-steel-sollerets-of-maiming.png, High Steel Sollerets of Maiming, 1, High Steel Ingot, 2, Gyuki Leather, 1, Koppranickel Nugget, 1, null, null, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 298, 64, null, null, ../../assets/recipe-icons/armorer/oroshigane-ingot.png, Oroshigane Ingot, 1, Doman Iron Ore, 4, Iron Ore, 1, null, null, null, null, null, null, null, null, Ice Crystal, 4, null, null),
(2, 299, 64, 273, null, ../../assets/recipe-icons/armorer/doman-iron-gauntlets-of-fending.png, Doman Iron Gauntlets of Fending, 1, Oroshigane Ingot, 2, Tiger Leather, 1, Koppranickel Ingot, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 300, 64, 273, null, ../../assets/recipe-icons/armorer/doman-iron-gauntlets-of-maiming.png, Doman Iron Gauntlets of Maiming, 1, Oroshigane Ingot, 2, Tiger Leather, 1, Koppranickel Ingot, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 301, 64, 273, null, ../../assets/recipe-icons/armorer/doman-iron-tassets-of-fending.png, Doman Iron Tassets of Fending, 1, Oroshigane Ingot, 2, Gyuki Leather, 1, Koppranickel Ingot, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 302, 64, 273, null, ../../assets/recipe-icons/armorer/doman-iron-tassets-of-maiming.png, Doman Iron Tassets of Maiming, 1, Oroshigane Ingot, 2, Gyuki Leather, 1, Koppranickel Ingot, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 303, 64, 273, null, ../../assets/recipe-icons/armorer/doman-iron-greaves-of-fending.png, Doman Iron Greaves of Fending, 1, Oroshigane Ingot, 2, Tiger Leather, 1, Koppranickel Ingot, 1, Rubber, 1, Grade 1 Reisui of Vitality, 1, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 304, 64, 273, null, ../../assets/recipe-icons/armorer/doman-iron-greaves-of-maiming.png, Doman Iron Greaves of Maiming, 1, Oroshigane Ingot, 2, Tiger Leather, 1, Koppranickel Ingot, 1, Rubber, 1, Grade 1 Reisui of Strength, 1, null, null, Ice Crystal, 4, Earth Crystal, 3),
(2, 305, 65, 220, null, ../../assets/recipe-icons/armorer/doman-iron-alembic.png, Doman Iron Alembic, 1, Oroshigane Ingot, 3, Durium Nugget, 1, High Steel Nugget, 1, null, null, null, null, null, null, Ice Crystal, 4, Earth Crystal, 4),
(2, 306, 65, 220, null, ../../assets/recipe-icons/armorer/doman-iron-frypan.png, Doman Iron Frypan, 1, Oroshigane Ingot, 3, Pine Lumber, 1, High Steel Nugget, 1, null, null, null, null, null, null, Ice Crystal, 4, Earth Crystal, 4),
(2, 307, 65, 273, null, ../../assets/recipe-icons/armorer/doman-iron-kite-shield.png, Doman Iron Kite Shield, 1, Oroshigane Ingot, 2, High Steel Ingot, 1, Koppranickel Ingot, 1, null, null, null, null, null, null, Ice Crystal, 4, Earth Crystal, 4),
(2, 308, 65, 273, null, ../../assets/recipe-icons/armorer/tigerskin-coat-of-fending.png, Tigerskin Coat of Fending, 1, Oroshigane Ingot, 2, Tiger Leather, 1, Kudzu Cloth, 1, Ruby Cotton Yarn, 1, Grade 1 Reisui of Vitality, 2, null, null, Ice Crystal, 4, Earth Crystal, 4),
(2, 309, 65, 273, null, ../../assets/recipe-icons/armorer/tigerskin-coat-of-maiming.png, Tigerskin Coat of Maiming, 1, Oroshigane Ingot, 2, Tiger Leather, 1, Kudzu Cloth, 1, Ruby Cotton Yarn, 1, Grade 1 Reisui of Strength, 2, null, null, Ice Crystal, 4, Earth Crystal, 4),
(2, 310, 66, null, null, ../../assets/recipe-icons/armorer/tama-hagane-ingot.png, Tama-hagane Ingot, 1, Doman Iron Sand, 4, Oroshigane Ingot, 1, null, null, null, null, null, null, null, null, Ice Crystal, 5, null, null),
(2, 311, 66, 279, null, ../../assets/recipe-icons/armorer/doman-steel-gauntlets-of-fending.png, Doman Steel Gauntlets of Fending, 1, Tama-hagane Ingot, 3, Oroshigane Ingot, 1, Tiger Leather, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 312, 66, 279, null, ../../assets/recipe-icons/armorer/doman-steel-gauntlets-of-maiming.png, Doman Steel Gauntlets of Maiming, 1, Tama-hagane Ingot, 3, Oroshigane Ingot, 1, Tiger Leather, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 313, 66, 279, null, ../../assets/recipe-icons/armorer/doman-steel-gauntlets-of-striking.png, Doman Steel Gauntlets of Striking, 1, Tama-hagane Ingot, 3, Oroshigane Ingot, 1, Tiger Leather, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 314, 66, 279, null, ../../assets/recipe-icons/armorer/doman-steel-gauntlets-of-scouting.png, Doman Steel Gauntlets of Scouting, 1, Tama-hagane Ingot, 3, Oroshigane Ingot, 1, Tiger Leather, 1, Grade 1 Reisui of Dexterity, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 315, 66, 279, null, ../../assets/recipe-icons/armorer/doman-steel-greaves-of-fending.png, Doman Steel Greaves of Fending, 1, Tama-hagane Ingot, 2, Marid Leather, 1, Oroshigane Ingot, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 316, 66, 279, null, ../../assets/recipe-icons/armorer/doman-steel-greaves-of-maiming.png, Doman Steel Greaves of Maiming, 1, Tama-hagane Ingot, 2, Marid Leather, 1, Durium Nugget, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 317, 66, 279, null, ../../assets/recipe-icons/armorer/doman-steel-greaves-of-striking.png, Doman Steel Greaves of Striking, 1, Tama-hagane Ingot, 2, Marid Leather, 1, Durium Nugget, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 318, 66, 279, null, ../../assets/recipe-icons/armorer/doman-steel-greaves-of-scouting.png, Doman Steel Greaves of Scouting, 1, Tama-hagane Ingot, 2, Marid Leather, 1, Oroshigane Ingot, 1, Grade 1 Reisui of Dexterity, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 319, 67, 245, null, ../../assets/recipe-icons/armorer/doman-steel-alembic.png, Doman Steel Alembic, 1, Tama-hagane Ingot, 3, Durium Ingot, 1, Oroshigane Ingot, 1, Opal, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 320, 67, 245, null, ../../assets/recipe-icons/armorer/doman-steel-frypan-caliente.png, Doman Steel Frypan Caliente, 1, Tama-hagane Ingot, 3, Persimmon Lumber, 1, Oroshigane Ingot, 1, null, null, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 321, 67, 279, null, ../../assets/recipe-icons/armorer/doman-steel-shield.png, Doman Steel Shield, 1, Tama-hagane Ingot, 2, Pine Lumber, 1, Durium Nugget, 1, null, null, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 322, 67, 279, null, ../../assets/recipe-icons/armorer/doman-steel-armet-of-fending.png, Doman Steel Armet of Fending, 1, Tama-hagane Ingot, 2, Marid Leather, 1, Oroshigane Ingot, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 323, 67, 279, null, ../../assets/recipe-icons/armorer/doman-steel-armet-of-maiming.png, Doman Steel Armet of Maiming, 1, Tama-hagane Ingot, 2, Marid Leather, 1, Durium Nugget, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 324, 67, 279, null, ../../assets/recipe-icons/armorer/doman-steel-tabard-of-fending.png, Doman Steel Tabard of Fending, 1, Tama-hagane Ingot, 2, Steppe Serge, 2, Tiger Leather, 1, Durium Nugget, 1, Grade 1 Reisui of Vitality, 2, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 325, 67, 279, null, ../../assets/recipe-icons/armorer/doman-steel-tabard-of-maiming.png, Doman Steel Tabard of Maiming, 1, Tama-hagane Ingot, 2, Steppe Serge, 2, Tiger Leather, 1, Durium Nugget, 1, Grade 1 Reisui of Strength, 2, null, null, Ice Crystal, 5, Earth Crystal, 4),
(2, 326, 68, null, null, ../../assets/recipe-icons/armorer/molybdenum-ingot.png, Molybdenum Ingot, 1, Molybdenum Ore, 4, Cobalt Ore, 1, null, null, null, null, null, null, null, null, Ice Crystal, 5, null, null),
(2, 327, 68, 285, null, ../../assets/recipe-icons/armorer/molybdenum-headgear-of-fending.png, Molybdenum Headgear of Fending, 1, Molybdenum Ingot, 2, Gazelle Leather, 1, Twinthread, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 328, 68, 285, null, ../../assets/recipe-icons/armorer/molybdenum-headgear-of-maiming.png, Molybdenum Headgear of Maiming, 1, Molybdenum Ingot, 2, Gazelle Leather, 1, Twinthread, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 329, 68, 285, null, ../../assets/recipe-icons/armorer/molybdenum-plate-belt-of-fending.png, Molybdenum Plate Belt of Fending, 1, Molybdenum Ingot, 2, Marid Leather, 1, Durium Ingot, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 330, 68, 285, null, ../../assets/recipe-icons/armorer/molybdenum-plate-belt-of-maiming.png, Molybdenum Plate Belt of Maiming, 1, Molybdenum Ingot, 2, Marid Leather, 1, Durium Ingot, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 331, 69, 285, null, ../../assets/recipe-icons/armorer/molybdenum-kite-shield.png, Molybdenum Kite Shield, 1, Molybdenum Ingot, 1, Tama-hagane Ingot, 1, Persimmon Lumber, 1, null, null, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 332, 69, 285, null, ../../assets/recipe-icons/armorer/molybdenum-armguards-of-maiming.png, Molybdenum Armguards of Maiming, 1, Molybdenum Ingot, 2, Gazelle Leather, 1, Steppe Serge, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 333, 69, 285, null, ../../assets/recipe-icons/armorer/molybdenum-armguards-of-striking.png, Molybdenum Armguards of Striking, 1, Molybdenum Ingot, 2, Gazelle Leather, 1, Steppe Serge, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 334, 69, 285, null, ../../assets/recipe-icons/armorer/molybdenum-armguards-of-scouting.png, Molybdenum Armguards of Scouting, 1, Molybdenum Ingot, 2, Gazelle Leather, 1, Steppe Serge, 1, Grade 1 Reisui of Dexterity, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 335, 69, 285, null, ../../assets/recipe-icons/armorer/molybdenum-greaves-of-fending.png, Molybdenum Greaves of Fending, 1, Molybdenum Ingot, 2, Gazelle Leather, 1, Tama-hagane Ingot, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Ice Crystal, 5, Earth Crystal, 5),
(2, 336, 70, 290, null, ../../assets/recipe-icons/armorer/molybdenum-alembic.png, Molybdenum Alembic, 1, Molybdenum Ingot, 3, Palladium Nugget, 1, Tama-hagane Ingot, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 337, 70, 290, null, ../../assets/recipe-icons/armorer/molybdenum-frypan.png, Molybdenum Frypan, 1, Molybdenum Ingot, 3, Zelkova Lumber, 1, Tama-hagane Ingot, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 338, 70, 290, null, ../../assets/recipe-icons/armorer/molybdenum-tassets-of-fending.png, Molybdenum Tassets of Fending, 1, Molybdenum Ingot, 2, Gazelle Leather, 1, Durium Ingot, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 339, 70, 290, null, ../../assets/recipe-icons/armorer/molybdenum-tassets-of-maiming.png, Molybdenum Tassets of Maiming, 1, Molybdenum Ingot, 2, Gazelle Leather, 1, Durium Ingot, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 340, 71, null, null, ../../assets/recipe-icons/armorer/deepgold-nugget.png, Deepgold Nugget, 1, Truegold Sand, 4, Copper Ore, 1, null, null, null, null, null, null, null, null, Ice Crystal, 6, null, null),
(2, 341, 71, 330, null, ../../assets/recipe-icons/armorer/deepgold-alembic.png, Deepgold Alembic, 1, Deepgold Nugget, 3, Stonegold Nugget, 1, null, null, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 342, 71, 330, null, ../../assets/recipe-icons/armorer/deepgold-rail-frypan.png, Deepgold Rail Frypan, 1, Deepgold Nugget, 3, White Oak Lumber, 1, null, null, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 343, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-kite-shield.png, Deepgold Kite Shield, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Oroshigane Ingot, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 344, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-helm-of-fending.png, Deepgold Helm of Fending, 1, Deepgold Nugget, 2, Bright Linen Cloth, 1, Oroshigane Ingot, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 345, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-mask-of-scouting.png, Deepgold Mask of Scouting, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Kudzu Cloth, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 346, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-cuirass-of-fending.png, Deepgold Cuirass of Fending, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Bright Linen Cloth, 1, Oroshigane Ingot, 1, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 347, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-gauntlets-of-fending.png, Deepgold Gauntlets of Fending, 1, Deepgold Nugget, 2, Bright Linen Cloth, 1, Marid Leather, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 348, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-plate-belt-of-fending.png, Deepgold Plate Belt of Fending, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Kudzu Cloth, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 349, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-plate-belt-of-maiming.png, Deepgold Plate Belt of Maiming, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Kudzu Cloth, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 350, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-plate-belt-of-striking.png, Deepgold Plate Belt of Striking, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Kudzu Cloth, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 351, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-plate-belt-of-scouting.png, Deepgold Plate Belt of Scouting, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Kudzu Cloth, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 352, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-plate-belt-of-aiming.png, Deepgold Plate Belt of Aiming, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Kudzu Cloth, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 353, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-plate-belt-of-casting.png, Deepgold Plate Belt of Casting, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Kudzu Cloth, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 354, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-plate-belt-of-healing.png, Deepgold Plate Belt of Healing, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Kudzu Cloth, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 355, 71, 385, null, ../../assets/recipe-icons/armorer/deepgold-sollerets-of-fending.png, Deepgold Sollerets of Fending, 1, Deepgold Nugget, 2, Stonegold Nugget, 1, Marid Leather, 1, Rubber, 1, null, null, null, null, Ice Crystal, 6, Earth Crystal, 5),
(2, 356, 72, null, null, ../../assets/recipe-icons/armorer/deepgold-ingot.png, Deepgold Ingot, 1, Truegold Ore, 4, Copper Ore, 1, null, null, null, null, null, null, null, null, Ice Crystal, 6, null, null),
(2, 357, 72, 395, null, ../../assets/recipe-icons/armorer/deepgold-wings-of-fending.png, Deepgold Wings of Fending, 1, Deepgold Ingot, 2, Iridescent Silk, 1, Wildfowl Feather, 2, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 6),
(2, 358, 72, 395, null, ../../assets/recipe-icons/armorer/deepgold-gloves-of-fending.png, Deepgold Gloves of Fending, 1, Deepgold Ingot, 2, Green Glider Leather, 1, Silk Thread, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 6),
(2, 359, 72, 395, null, ../../assets/recipe-icons/armorer/deepgold-gauntlets-of-maiming.png, Deepgold Gauntlets of Maiming, 1, Deepgold Ingot, 2, Iridescent Silk, 1, Silk Thread, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 6),
(2, 360, 72, 395, null, ../../assets/recipe-icons/armorer/deepgold-tassets-of-fending.png, Deepgold Tassets of Fending, 1, Deepgold Ingot, 2, Stonegold Ingot, 1, Electrum Ingot, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 6),
(2, 361, 72, 395, null, ../../assets/recipe-icons/armorer/deepgold-tassets-of-maiming.png, Deepgold Tassets of Maiming, 1, Deepgold Ingot, 2, Stonegold Ingot, 1, Electrum Ingot, 1, null, null, null, null, null, null, Ice Crystal, 6, Earth Crystal, 6),
